03F2840S,03F2899S,203
03F2985N,03F2923N,237
03F2899S,03F2923S,81
01F2827N,03F2985N,916
03F3101N,03F2985N,396
03F2923S,03F2985S,223
03F3187N,03F3101N,327
01F2827N,03F3101S,3084
03F2985S,03F3101S,391
03F3187S,03F3187N,2674
03F3211N,03F3187N,130
03F3101S,03F3187S,305
03F3259N,03F3211N,159
03F3187S,03F3211S,204
03F3211N,03F3211S,1885
03F3307N,03F3259N,183
03F3211S,03F3259S,156
01F3019N,03F3307N,776
03F3392N,03F3307N,288
03F3259S,03F3307S,167
03F3445N,03F3392N,186
01F2930S,03F3392S,896
01F3019N,03F3392S,689
03F3307S,03F3392S,286
01F3185N,03F3445N,571
03F3496N,03F3445N,177
03F3392S,03F3445S,176
01F3286S,03F3496N,1339
01F3366N,03F3496N,1016
03F3588N,03F3496N,380
01F3126S,03F3496S,750
01F3185N,03F3496S,2313
03F3445S,03F3496S,203
03F3670N,03F3588N,296
01F3286S,03F3588S,734
03F3496S,03F3588S,365
03F3743N,03F3670N,258
03F3588S,03F3670S,359
01F3590S,03F3743N,2622
01F3640N,03F3743N,1070
03F3854N,03F3743N,378
03F3670S,03F3743S,251
03F3916N,03F3854N,220
01F3640N,03F3854S,836
03F3743S,03F3854S,372
03F4021N,03F3916N,365
03F3854S,03F3916S,225
03F3916S,03F4018S,362
03F4142N,03F4021N,416
01F3686S,03F4142N,1117
03F4168N,03F4142N,117
03F4018S,03F4142S,414
03F4232N,03F4168N,222
01F3686S,03F4168S,1136
03F4142S,03F4168S,89
03F4259N,03F4232N,93
03F4168S,03F4232S,224
03F4232S,03F4263S,102
03F0158S,05F0000S,48
03F0201N,05F0000S,207
05F0055N,05F0001N,242
05F0287N,05F0055N,1021
05F0000S,05F0055S,249
05F0309N,05F0287N,89
05F0055S,05F0287S,1035
05F0438N,05F0309N,511
05F0287S,05F0309S,117
05F0528N,05F0438N,348
05F0309S,05F0439S,516
05FR113S,05F0439S,109
05F0439S,05F0494S,232
05F0438N,05FR143N,104
